filename,label
1020_29857.txt,1
1021_29936.txt,0
1091_32943.txt,0
1091_34133.txt,0
1091_35467.txt,0
1091_40035.txt,0
1115_33933.txt,1
1115_33942.txt,1
1156_35334.txt,0
1215_112296.txt,0
1215_37600.txt,0
1215_45500.txt,0
1215_50634.txt,0
1215_53513.txt,0
1215_59762.txt,0
1215_69536.txt,0
124_19644.txt,1
124_19645.txt,1
124_6298.txt,1
1255_39335.txt,0
1255_51028.txt,0
1414_104755.txt,1
1414_104765.txt,1
1414_108915.txt,1
1414_108917.txt,1
1414_119795.txt,1
1414_122209.txt,1
1414_122955.txt,1
1414_123397.txt,1
1414_46255.txt,1
1414_71258.txt,1
1414_72715.txt,1
143_6832.txt,0
149_12765.txt,0
149_13629.txt,0
149_20210.txt,0
149_26295.txt,0
149_30340.txt,0
149_30348.txt,0
149_35193.txt,0
149_7019.txt,0
149_7020.txt,0
149_7021.txt,0
149_7022.txt,0
1577_52891.txt,0
1577_62172.txt,0
1577_78877.txt,0
1601_54275.txt,0
1609_54583.txt,0
1609_61847.txt,0
1610_54619.txt,0
1610_61794.txt,0
1610_62011.txt,0
1610_74433.txt,0
1610_74947.txt,0
1610_78156.txt,0
1610_80029.txt,0
1642_55559.txt,1
1643_55576.txt,1
1674_56782.txt,0
1677_56909.txt,0
1677_56910.txt,0
1683_115965.txt,1
1683_117332.txt,1
1683_125053.txt,1
1683_139072.txt,1
1683_148767.txt,1
1683_159554.txt,1
1683_160185.txt,1
1683_57157.txt,1
1683_72353.txt,1
1683_72363.txt,1
1683_72396.txt,1
1683_72409.txt,1
1683_81033.txt,1
1683_81043.txt,1
1683_97801.txt,1
1683_99285.txt,1
1698_57756.txt,1
1729_58906.txt,1
1729_68779.txt,1
1751_59858.txt,0
1819_63214.txt,0
1819_65557.txt,0
1819_68669.txt,0
1819_74151.txt,0
1819_74187.txt,0
1819_80022.txt,0
1833_63846.txt,1
1845_64615.txt,0
1845_66108.txt,0
1868_124370.txt,0
1868_132065.txt,0
1868_132354.txt,0
1868_65575.txt,0
1868_67542.txt,0
1868_73585.txt,0
1966_69040.txt,0
1966_73874.txt,0
1966_75787.txt,0
1966_77579.txt,0
1990_113126.txt,0
